tcin,title,url,brand,breadcrumb,leaf_category,price,original_price,discount_percent,is_on_sale,rating,review_count,bought_recently,is_new,colors,selected_color,images,description,feature_bullets,material,dimensions,dimensions_raw,bag_structure,interior_features,exterior_features,closure_type,handle_type,fabric_name,care_instructions,origin,upc,dpci,specs,in_stock,scraped_at
94705891,Kiss Lock Clutch Bag - A New Day™ Black,https://www.target.com/p/kiss-lock-clutch-bag-a-new-day/-/A-94705891?preselect=94687138#lnk=sametab,A New Day,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Clutches",Clutches,30.0,0.0,0.0,False,4.4,90,,False,Black | Brown,,https://target.scene7.com/is/image/Target/GUEST_c81ce67f-222a-4e84-967e-6fe3dc83c1fe?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_bc30567f-6c47-4d02-b6ce-a59ad66c248b?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_62892e50-afe0-4d6e-8dec-8f6b2e663cf5?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_9c26ce3e-b739-4d15-ae85-201852781129?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_3b7641a5-9ceb-46cc-b981-305a137809b4?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_6d7ade98-e79b-48a8-b965-72fc3d5ffe51?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_d6dc9cfb-b712-4199-a1c7-824643132338?wid=1200&hei=1200&qlt=85,Twill fabric clutch bag; Kiss lock clasp closure; Main compartment with credit card slip pocket; Kiss lock metal clasp closure; Detachable carrying handle,,Polyurethane,"{""H"": ""7"", ""W"": ""13.5"", ""D"": ""5""}",7 Inches (H) x 13.5 Inches (W) x 5 Inches (D),Unstructured,Credit Card Pockets,Detachable Handle,Kiss Lock Clasp,Carrying Handle,Twill,Spot or Wipe Clean,Imported,199268397820,024-06-4399,"{""Dimensions (Overall)"": ""7 Inches (H) x 13.5 Inches (W) x 5 Inches (D)"", ""Shell Material"": ""Polyurethane"", ""Bag Structure"": ""Unstructured"", ""Interior Features"": ""Credit Card Pockets"", ""Exterior Features"": ""Detachable Handle"", ""Main Compartment Closure"": ""Kiss Lock Clasp"", ""Handle Type"": ""Carrying Handle"", ""Fabric Name"": ""Twill"", ""Care & Cleaning"": ""Spot or Wipe Clean"", ""TCIN"": ""94687138"", ""UPC"": ""199268397820"", ""Item Number (DPCI)"": ""024-06-4399"", ""Origin"": ""Imported""}",True,2026-02-23T16:44:52.645735
94776901,Quilted Drawstring Tote Handbag - Universal Thread™ Pink,https://www.target.com/p/quilted-drawstring-tote-handbag-universal-thread/-/A-94776901?preselect=94776900#lnk=sametab,Universal Thread,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags",Shoulder Bags,35.0,0.0,0.0,False,3.9,11,,False,Black | Pale Blue | Pink | Yellow,,https://target.scene7.com/is/image/Target/GUEST_5e168547-8dac-457c-8f8c-dd363f529a80?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_a22b36d4-9fec-4592-ab7d-18322c98374d?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_1bc25f15-6e08-4dfa-ab9c-12a5cbb710ff?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_9f178582-2246-4ef6-afff-2259542031a3?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_ec9c9dec-b0af-4098-832f-38c1ffc0caec?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/baseswatch?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_e2fdee52-ea75-4a98-a80e-c6e55e51b305?wid=1200&hei=1200&qlt=85,Universal Thread quilted tote handbag; Woven with recycled polyester fabric; Interior zip pocket; Double shoulder straps; Drawstring closure,,100% Recycled Polyester,"{""H"": ""14.72"", ""W"": ""19.31"", ""D"": ""5"", ""Maximum Strap Length"": ""11 Inches"", ""Minimum Strap Length"": ""11 Inches""}",14.72 Inches (H) x 19.31 Inches (W) x 5 Inches (D),Softside,Zip Pocket,No Compartments or Pockets,Drawstring Closure,Double Strap,Woven,Spot or Wipe Clean,Imported,199268613777,024-00-9856,"{""Dimensions (Overall)"": ""14.72 Inches (H) x 19.31 Inches (W) x 5 Inches (D)"", ""Shell Material"": ""100% Recycled Polyester"", ""Bag Structure"": ""Softside"", ""Interior Features"": ""Zip Pocket"", ""Exterior Features"": ""No Compartments or Pockets"", ""Main Compartment Closure"": ""Drawstring Closure"", ""Handle Type"": ""Double Strap"", ""Fabric Name"": ""Woven"", ""Maximum Strap Length"": ""11 Inches"", ""Minimum Strap Length"": ""11 Inches"", ""Care & Cleaning"": ""Spot or Wipe Clean"", ""TCIN"": ""94776900"", ""UPC"": ""199268613777"", ""Item Number (DPCI)"": ""024-00-9856"", ""Origin"": ""Imported""}",True,2026-02-23T16:44:52.646741
94794411,Conversation Heart Bag Charm - A New Day™,https://www.target.com/p/conversation-heart-bag-charm-a-new-day-8482/-/A-94794411#lnk=sametab,A New Day,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Bag Charms & Straps",Bag Charms & Straps,8.5,10.0,15.0,True,4.8,29,,False,,,https://target.scene7.com/is/image/Target/GUEST_faba82f4-1b2d-4a51-8bea-67318e006232?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_2b04ebb5-f4a9-48a5-a59f-242ffffaad2e?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_d8a7b3a4-55b1-44a5-aea8-b3c22e470ba3?wid=1200&hei=1200&qlt=85,Gold-tone chain bag charm; Metal construction; Five heart-shaped charms with printed phrases; Additional small gold-tone heart charms; Lobster claw clasp closure; Suggested for ages 15 and up,,Zinc Alloy,"{""L"": ""11.42"", ""W"": ""1.36""}","11.42 Inches (L), 1.36 Inches (W)",,,,Lobster Claw Clasp,,,Care Instructions Not Provided,Imported,199592133392,024-06-0762,"{""Dimensions (Overall)"": ""11.42 Inches (L), 1.36 Inches (W)"", ""Closure Type"": ""Lobster Claw Clasp"", ""Suggested Age"": ""15 Years and Up"", ""Package Quantity"": ""1"", ""Material"": ""Zinc Alloy"", ""Care & Cleaning"": ""Care Instructions Not Provided"", ""TCIN"": ""94794411"", ""UPC"": ""199592133392"", ""Item Number (DPCI)"": ""024-06-0762"", ""Origin"": ""Imported""}",True,2026-02-23T16:44:52.646741
94742363,Kiss Lip Clutch - A New Day™ Red,https://www.target.com/p/kiss-lip-clutch-a-new-day-8482-red/-/A-94742363#lnk=sametab,A New Day,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Clutches",Clutches,25.5,30.0,15.0,True,4.6,14,,False,,,https://target.scene7.com/is/image/Target/GUEST_82702f88-fb01-4f54-af1c-b284eeacb30e?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_e6a270eb-6c20-4942-8f84-dfcbffd8ee07?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_baefd80f-de4d-4e34-b1f6-f0312b8b9919?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_c6c220e4-a321-4e86-9823-74ae41328350?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_afec54dc-a158-4d5c-940b-6eb0166b2dfc?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_f649207b-da30-4020-8d94-38b0c301d6e9?wid=1200&hei=1200&qlt=85,Kiss structured clutch; Red polyurethane shell with vinyl finish; Zip-closure main compartment; Detachable metal shoulder strap,,Metal,"{""H"": ""5.75"", ""W"": ""8.5"", ""D"": ""2.75"", ""Maximum Strap Length"": ""48 Inches""}",5.75 Inches (H) x 8.5 Inches (W) x 2.75 Inches (D),Structured,No Compartments or Pockets,Detachable Straps,Zip Closure,Metal,Vinyl,Spot or Wipe Clean,Imported,199268617621,024-06-2129,"{""Dimensions (Overall)"": ""5.75 Inches (H) x 8.5 Inches (W) x 2.75 Inches (D)"", ""Shell Material"": ""Polyurethane"", ""Bag Structure"": ""Structured"", ""Interior Features"": ""No Compartments or Pockets"", ""Exterior Features"": ""Detachable Straps"", ""Main Compartment Closure"": ""Zip Closure"", ""Handle Type"": ""Shoulder Strap, Removable Strap"", ""Fabric Name"": ""Vinyl"", ""Handle Material"": ""Metal"", ""Maximum Strap Length"": ""48 Inches"", ""Care & Cleaning"": ""Spot or Wipe Clean"", ""TCIN"": ""94742363"", ""UPC"": ""199268617621"", ""Item Number (DPCI)"": ""024-06-2129"", ""Origin"": ""Imported""}",True,2026-02-23T16:44:52.646741
94781667,Conversation Heart Wristlet - A New Day™ Pink,https://www.target.com/p/conversation-heart-wristlet-a-new-day/-/A-94781667?preselect=94742362#lnk=sametab,A New Day,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Clutches",Clutches,12.75,15.0,15.0,True,4.6,16,,False,Cream | Mint Green | Pink | Purple,,https://target.scene7.com/is/image/Target/GUEST_c3bcb3dd-0448-4197-8fb6-6c8c4ea780b6?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_89dde584-00eb-40eb-9975-ebd391f984ec?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_d05f620c-29a0-46ff-ad7e-18377371aa95?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_2ddc4669-a74d-4b5d-9fa1-79616b83c5e1?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_5dde3e56-88bd-40a6-8fd4-257b88d1629e?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/baseswatch?wid=1200&hei=1200&qlt=85,Conversation heart wristlet wallet; Polyurethane construction; Zip closure; Detachable loop strap,,Polyurethane,"{""H"": ""4.5"", ""W"": ""4.75"", ""D"": "".75"", ""Maximum Strap Length"": ""11 Inches""}",4.5 Inches (H) x 4.75 Inches (W) x .75 Inches (D),Unstructured,No Compartments or Pockets,No Compartments or Pockets,Zip Closure,,,Spot or Wipe Clean,Imported,199268617652,024-04-8511,"{""Dimensions (Overall)"": ""4.5 Inches (H) x 4.75 Inches (W) x .75 Inches (D)"", ""Shell Material"": ""Polyurethane"", ""Bag Structure"": ""Unstructured"", ""Interior Features"": ""No Compartments or Pockets"", ""Exterior Features"": ""No Compartments or Pockets"", ""Main Compartment Closure"": ""Zip Closure"", ""Maximum Strap Length"": ""11 Inches"", ""Battery"": ""No Battery Used"", ""Care & Cleaning"": ""Spot or Wipe Clean"", ""TCIN"": ""94742362"", ""UPC"": ""199268617652"", ""Item Number (DPCI)"": ""024-04-8511"", ""Origin"": ""Imported""}",True,2026-02-23T16:44:52.646741
94781668,Crescent Marble Minaudiere Clutch - A New Day™ Pink,https://www.target.com/p/crescent-marble-minaudiere-clutch-a-new-day/-/A-94781668?preselect=94742370#lnk=sametab,A New Day,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Clutches",Clutches,40.0,0.0,0.0,False,3.9,9,,False,Brown | Green | Pink,,https://target.scene7.com/is/image/Target/GUEST_2383dd5a-cb9c-4806-bd55-6769489211e9?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_fe3d6505-fd23-4fc3-89c7-b15c39c431bd?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_31dc90fc-2b57-474a-8a53-0b3f115a3ee3?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_df86bed2-0fff-4ed6-9461-054caa2fcab2?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_38c3458d-55e1-4368-bc1d-29d16f22b402?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_cc266a1b-9edf-478c-a2cb-529ba283ca52?wid=1200&hei=1200&qlt=85,Crescent-shape minaudiere clutch; Crafted from acrylic shell; Clasp closure; Top carrying handle,,Acrylic,"{""H"": ""8.62"", ""W"": ""9.05"", ""D"": ""1.96""}",8.62 Inches (H) x 9.05 Inches (W) x 1.96 Inches (D),"Hardside, Structured",No Compartments or Pockets,No Compartments or Pockets,Clasp Closure,Carrying Handle,Novelty,Spot or Wipe Clean,Imported,199268617577,024-06-0713,"{""Dimensions (Overall)"": ""8.62 Inches (H) x 9.05 Inches (W) x 1.96 Inches (D)"", ""Shell Material"": ""Acrylic"", ""Bag Structure"": ""Hardside, Structured"", ""Interior Features"": ""No Compartments or Pockets"", ""Exterior Features"": ""No Compartments or Pockets"", ""Main Compartment Closure"": ""Clasp Closure"", ""Handle Type"": ""Carrying Handle"", ""Fabric Name"": ""Novelty"", ""Care & Cleaning"": ""Spot or Wipe Clean"", ""TCIN"": ""94742370"", ""UPC"": ""199268617577"", ""Item Number (DPCI)"": ""024-06-0713"", ""Origin"": ""Imported""}",True,2026-02-23T16:44:52.646741
94248767,Oversized Slouchy Shoulder Bag - Universal Thread™ Black,https://www.target.com/p/oversized-slouchy-shoulder-bag-universal-thread/-/A-94248767?preselect=94172689#lnk=sametab,Universal Thread,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags",Shoulder Bags,35.0,0.0,0.0,False,4.3,390,,False,Black | Brown | Off-White | Tan,,https://target.scene7.com/is/image/Target/GUEST_21c648d2-b83a-49d5-ad4a-bee5938769eb?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_15d31985-e3b6-493f-b321-50ae6114a717?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_62c8773c-47a6-429c-9e1c-cee6b8ebc552?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_d0bf8999-da81-441b-a8c8-e546a227b477?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_fd5ab1f6-9fb0-46d5-af29-72beaf01bee2?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_52150088-efc0-476f-97bc-c33e8189ac0f?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_73ee88e8-908a-4a5f-9f19-c71f6fe1dae8?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_ea99f642-320d-4951-8a96-e5f8aa67f318?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/baseswatch?wid=1200&hei=1200&qlt=85,Faux leather slouchy shoulder bag; Polyurethane shell; Unstructured; No interior or exterior compartments; Magnetic closure; Carrying handle; 10.5in H 15.75in W x 5in D,,Polyurethane,"{""H"": ""10.5"", ""W"": ""15.75"", ""D"": ""5""}",10.5 Inches (H) x 15.75 Inches (W) x 5 Inches (D),Unstructured,No Compartments or Pockets,No Compartments or Pockets,Magnetic Closure,Carrying Handle,Faux Leather,Spot or Wipe Clean,Imported,198850427990,024-00-0188,"{""Dimensions (Overall)"": ""10.5 Inches (H) x 15.75 Inches (W) x 5 Inches (D)"", ""Shell Material"": ""Polyurethane"", ""Bag Structure"": ""Unstructured"", ""Interior Features"": ""No Compartments or Pockets"", ""Exterior Features"": ""No Compartments or Pockets"", ""Main Compartment Closure"": ""Magnetic Closure"", ""Handle Type"": ""Carrying Handle"", ""Fabric Name"": ""Faux Leather"", ""Care & Cleaning"": ""Spot or Wipe Clean"", ""TCIN"": ""94172689"", ""UPC"": ""198850427990"", ""Item Number (DPCI)"": ""024-00-0188"", ""Origin"": ""Imported""}",True,2026-02-23T16:44:52.646741
92750865,"Foundational Weekender Bag - Universal Thread™ Pucker Brown: 90% Recycled Nylon, Double Handle, Removable Strap, 48 Linear Inches",https://www.target.com/p/foundational-weekender-bag-universal-thread/-/A-92750865?preselect=92450022#lnk=sametab,Universal Thread,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Weekender Bags",Weekender Bags,40.0,0.0,0.0,False,4.6,133,,False,Dark Brown,,https://target.scene7.com/is/image/Target/GUEST_b2e9698f-b9d1-4304-a4c7-a312383c87ec?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_e5f55f57-213f-444d-9d90-38a2a709e0f4?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_f913349b-d909-4536-9561-47076a143ec5?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_694f70de-5f6a-4689-a88f-75e04004f835?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_1c7fc2bf-e12f-4567-bc2d-e37dcdc77933?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_b950340e-4d57-4647-a675-5399127c0a6b?wid=1200&hei=1200&qlt=85,"Keep yourself ready for quick trips with the Foundational Weekender Bag from Universal Thread™. This unstructured weekender bag features interior and exterior pockets to help provide ample space for your essential items. Designed with a removable strap and double handles, it offers multiple carrying options for your convenience. Universal Thread™: Found exclusively at Target.",,Polyester,"{""H"": ""15"", ""W"": ""23"", ""D"": ""9"", ""Maximum Strap Length"": ""56.5 Inches""}",15 Inches (H) x 23 Inches (W) x 9 Inches (D),Unstructured,"Zip Pocket, Accessories Pocket","Detachable Strap, Front Zip Pocket",Zip Closure,Polyester,,Spot or Wipe Clean,Imported,198420263065,024-00-8644,"{""Dimensions (Overall)"": ""15 Inches (H) x 23 Inches (W) x 9 Inches (D)"", ""Weight"": ""828 Grams"", ""Holds up to"": ""84 Pounds"", ""Shell Material"": ""90% Recycled Nylon"", ""Placement"": ""Checked"", ""Bag Structure"": ""Unstructured"", ""Interior Features"": ""Zip Pocket, Accessories Pocket"", ""Exterior Features"": ""Detachable Strap, Front Zip Pocket"", ""Main Compartment Closure"": ""Zip Closure"", ""Handle Type"": ""Removable Strap, Double Handle"", ""Number of Wheels"": ""No Wheels"", ""Handle Material"": ""Polyester"", ""Maximum Strap Length"": ""56.5 Inches"", ""Bag Linear Inches"": ""48 Linear Inches"", ""Care & Cleaning"": ""Spot or Wipe Clean"", ""TCIN"": ""92450022"", ""UPC"": ""198420263065"", ""Item Number (DPCI)"": ""024-00-8644"", ""Origin"": ""Imported""}",True,2026-02-23T16:44:52.646741
90564596,"Triple Compartment Work Tote Handbag - A New Day™ Black: Shell, Double Shoulder Handles",https://www.target.com/p/triple-compartment-work-tote-handbag-a-new-day/-/A-90564596?preselect=90367010#lnk=sametab,A New Day,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags",Shoulder Bags,35.0,0.0,0.0,False,4.1,236,,False,Black | Brown,,https://target.scene7.com/is/image/Target/GUEST_fbb80f99-6aed-4e26-8c6c-83e57f76035a?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_596407fc-5041-40ee-9c9a-f08cfa6e3beb?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_11e44a9e-1a37-4b0f-ac31-f1bd59b771c2?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_14dac329-2b70-433a-83bb-1e39de314f84?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_c871d836-249d-4a99-88ec-9ef9518b747a?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_754024cd-e72f-4cf4-a899-ec2d4dd0ba2b?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_80743fff-7408-4f70-a39c-0a9f6443ad9e?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_9740bff9-45d0-454e-9d22-0c84a508ddd0?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_39cfcf0e-b107-4fa1-a3f2-4c68fb4f0ab3?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_eb201a6d-8585-4168-b76b-d3f2d05ea4e0?wid=1200&hei=1200&qlt=85,Triple compartment tote handbag; Main compartment with zipper closure; Interior pocket; Double handles,,Polyurethane,"{""H"": ""13.39"", ""W"": ""21.26"", ""D"": ""6.3""}",13.39 Inches (H) x 21.26 Inches (W) x 6.3 Inches (D),Unstructured,Accessories Pocket,No Compartments or Pockets,Zip Closure,Double Shoulder Handles,Woven,Spot or Wipe Clean,Imported,198101061881,024-06-4825,"{""Dimensions (Overall)"": ""13.39 Inches (H) x 21.26 Inches (W) x 6.3 Inches (D)"", ""Shell Material"": ""Polyurethane"", ""Bag Structure"": ""Unstructured"", ""Interior Features"": ""Accessories Pocket"", ""Exterior Features"": ""No Compartments or Pockets"", ""Main Compartment Closure"": ""Zip Closure"", ""Handle Type"": ""Double Shoulder Handles"", ""Fabric Name"": ""Woven"", ""Care & Cleaning"": ""Spot or Wipe Clean"", ""TCIN"": ""90367010"", ""UPC"": ""198101061881"", ""Item Number (DPCI)"": ""024-06-4825"", ""Origin"": ""Imported""}",True,2026-02-23T16:44:52.646741
90864021,Puffer Hobo Shoulder Bag - Wild Fable™ Black,https://www.target.com/p/puffer-hobo-bag-wild-fable/-/A-90864021?preselect=90862916#lnk=sametab,Wild Fable,"Target > Clothing, Shoes & Accessories > Accessories > Handbags & Purses > Shoulder Bags",Shoulder Bags,25.0,0.0,0.0,False,4.7,406,,False,"Black | Brown | Off-White | Red  - Out of Stock, out of stock | Tan | Yellow",,https://target.scene7.com/is/image/Target/GUEST_3751241b-b8ba-4345-81d5-d8bbd0db785c?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_a4605aa0-7a59-4b1d-bce5-32cc2f97c237?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_acd70be6-3faa-4b83-bcf3-61620256a510?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_299d6247-441e-4acc-85cb-653bde8970bd?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_a60a2c7d-c40d-4c0e-bad5-0d5390565e57?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_b03790f8-4dc2-44b1-8394-ca631a51b082?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/baseswatch?wid=1200&hei=1200&qlt=85 | https://target.scene7.com/is/image/Target/GUEST_d0695ab2-fb9d-4bbe-abf1-3f9ec02cb374?wid=1200&hei=1200&qlt=85,Hobo bag with single strap handle; Boxed puffer design; Lightweight construction; Zippered compartment; Inner zip-up pocket; Recycled polyester,,100% Recycled Polyester,"{""H"": ""14"", ""W"": ""17"", ""D"": ""6.5"", ""Maximum Strap Length"": ""15 Inches""}",14 Inches (H) x 17 Inches (W) x 6.5 Inches (D),"Softside, Lightweight",Zip Pocket,No Compartments or Pockets,Zip Closure,"Shoulder Strap, single handle",Woven,Spot or Wipe Clean,Imported,198101324320,024-07-0266,"{""Dimensions (Overall)"": ""14 Inches (H) x 17 Inches (W) x 6.5 Inches (D)"", ""Shell Material"": ""100% Recycled Polyester"", ""Bag Structure"": ""Softside, Lightweight"", ""Interior Features"": ""Zip Pocket"", ""Exterior Features"": ""No Compartments or Pockets"", ""Main Compartment Closure"": ""Zip Closure"", ""Handle Type"": ""Shoulder Strap, single handle"", ""Fabric Name"": ""Woven"", ""Maximum Strap Length"": ""15 Inches"", ""Care & Cleaning"": ""Spot or Wipe Clean"", ""TCIN"": ""90862916"", ""UPC"": ""198101324320"", ""Item Number (DPCI)"": ""024-07-0266"", ""Origin"": ""Imported""}",True,2026-02-23T16:44:52.646741
