product_id,source,brand,product_name,leaf_category,price,original_price,discount_percent,is_on_sale,rating,review_count,description,material_text,dimensions,image_url,color_count,timestamp,product_url
94687138,target,A New Day,Kiss Lock Clutch Bag - A New Day™ Black,Clutches,30,,0,FALSE,4.4,90,Twill fabric clutch bag; Kiss lock clasp closure; Main compartment with credit card slip pocket; Kiss lock metal clasp closure; Detachable carrying handle; Bag structure: Unstructured; Interior features: Credit Card Pockets; Exterior features: Detachable Handle,Polyurethane,7 Inches (H) x 13.5 Inches (W) x 5 Inches (D),https://target.scene7.com/is/image/Target/GUEST_c81ce67f-222a-4e84-967e-6fe3dc83c1fe?wid=1200&hei=1200&qlt=85,2,2026-02-23T16:44:52.645735,https://www.target.com/p/kiss-lock-clutch-bag-a-new-day/-/A-94705891?preselect=94687138#lnk=sametab
94776900,target,Universal Thread,Quilted Drawstring Tote Handbag - Universal Thread™ Pink,Shoulder Bags,35,,0,FALSE,3.9,11,Universal Thread quilted tote handbag; Woven with recycled polyester fabric; Interior zip pocket; Double shoulder straps; Drawstring closure; Bag structure: Softside; Interior features: Zip Pocket; Exterior features: No Compartments or Pockets,100% Recycled Polyester,14.72 Inches (H) x 19.31 Inches (W) x 5 Inches (D),https://target.scene7.com/is/image/Target/GUEST_5e168547-8dac-457c-8f8c-dd363f529a80?wid=1200&hei=1200&qlt=85,4,2026-02-23T16:44:52.646741,https://www.target.com/p/quilted-drawstring-tote-handbag-universal-thread/-/A-94776901?preselect=94776900#lnk=sametab
94794411,target,A New Day,Conversation Heart Bag Charm - A New Day™,Bag Charms & Straps,8.5,10,15,TRUE,4.8,29,Gold-tone chain bag charm; Metal construction; Five heart-shaped charms with printed phrases; Additional small gold-tone heart charms; Lobster claw clasp closure; Suggested for ages 15 and up,Zinc Alloy,"11.42 Inches (L), 1.36 Inches (W)",https://target.scene7.com/is/image/Target/GUEST_faba82f4-1b2d-4a51-8bea-67318e006232?wid=1200&hei=1200&qlt=85,,2026-02-23T16:44:52.646741,https://www.target.com/p/conversation-heart-bag-charm-a-new-day-8482/-/A-94794411#lnk=sametab
94742363,target,A New Day,Kiss Lip Clutch - A New Day™ Red,Clutches,25.5,30,15,TRUE,4.6,14,Kiss structured clutch; Red polyurethane shell with vinyl finish; Zip-closure main compartment; Detachable metal shoulder strap; Bag structure: Structured; Interior features: No Compartments or Pockets; Exterior features: Detachable Straps,Metal,5.75 Inches (H) x 8.5 Inches (W) x 2.75 Inches (D),https://target.scene7.com/is/image/Target/GUEST_82702f88-fb01-4f54-af1c-b284eeacb30e?wid=1200&hei=1200&qlt=85,,2026-02-23T16:44:52.646741,https://www.target.com/p/kiss-lip-clutch-a-new-day-8482-red/-/A-94742363#lnk=sametab
94742362,target,A New Day,Conversation Heart Wristlet - A New Day™ Pink,Clutches,12.75,15,15,TRUE,4.6,16,Conversation heart wristlet wallet; Polyurethane construction; Zip closure; Detachable loop strap; Bag structure: Unstructured; Interior features: No Compartments or Pockets; Exterior features: No Compartments or Pockets,Polyurethane,4.5 Inches (H) x 4.75 Inches (W) x .75 Inches (D),https://target.scene7.com/is/image/Target/GUEST_c3bcb3dd-0448-4197-8fb6-6c8c4ea780b6?wid=1200&hei=1200&qlt=85,4,2026-02-23T16:44:52.646741,https://www.target.com/p/conversation-heart-wristlet-a-new-day/-/A-94781667?preselect=94742362#lnk=sametab
94742370,target,A New Day,Crescent Marble Minaudiere Clutch - A New Day™ Pink,Clutches,40,,0,FALSE,3.9,9,"Crescent-shape minaudiere clutch; Crafted from acrylic shell; Clasp closure; Top carrying handle; Bag structure: Hardside, Structured; Interior features: No Compartments or Pockets; Exterior features: No Compartments or Pockets",Acrylic,8.62 Inches (H) x 9.05 Inches (W) x 1.96 Inches (D),https://target.scene7.com/is/image/Target/GUEST_2383dd5a-cb9c-4806-bd55-6769489211e9?wid=1200&hei=1200&qlt=85,3,2026-02-23T16:44:52.646741,https://www.target.com/p/crescent-marble-minaudiere-clutch-a-new-day/-/A-94781668?preselect=94742370#lnk=sametab
94172689,target,Universal Thread,Oversized Slouchy Shoulder Bag - Universal Thread™ Black,Shoulder Bags,35,,0,FALSE,4.3,390,Faux leather slouchy shoulder bag; Polyurethane shell; Unstructured; No interior or exterior compartments; Magnetic closure; Carrying handle; 10.5in H 15.75in W x 5in D; Bag structure: Unstructured; Interior features: No Compartments or Pockets; Exterior features: No Compartments or Pockets,Polyurethane,10.5 Inches (H) x 15.75 Inches (W) x 5 Inches (D),https://target.scene7.com/is/image/Target/GUEST_21c648d2-b83a-49d5-ad4a-bee5938769eb?wid=1200&hei=1200&qlt=85,4,2026-02-23T16:44:52.646741,https://www.target.com/p/oversized-slouchy-shoulder-bag-universal-thread/-/A-94248767?preselect=94172689#lnk=sametab
92450022,target,Universal Thread,"Foundational Weekender Bag - Universal Thread™ Pucker Brown: 90% Recycled Nylon, Double Handle, Removable Strap, 48 Linear Inches",Weekender Bags,40,,0,FALSE,4.6,133,"Keep yourself ready for quick trips with the Foundational Weekender Bag from Universal Thread™. This unstructured weekender bag features interior and exterior pockets to help provide ample space for your essential items. Designed with a removable strap and double handles, it offers multiple carrying options for your convenience. Universal Thread™: Found exclusively at Target.; Bag structure: Unstructured; Interior features: Zip Pocket, Accessories Pocket; Exterior features: Detachable Strap, Front Zip Pocket",Polyester,15 Inches (H) x 23 Inches (W) x 9 Inches (D),https://target.scene7.com/is/image/Target/GUEST_b2e9698f-b9d1-4304-a4c7-a312383c87ec?wid=1200&hei=1200&qlt=85,1,2026-02-23T16:44:52.646741,https://www.target.com/p/foundational-weekender-bag-universal-thread/-/A-92750865?preselect=92450022#lnk=sametab
90367010,target,A New Day,"Triple Compartment Work Tote Handbag - A New Day™ Black: Shell, Double Shoulder Handles",Shoulder Bags,35,,0,FALSE,4.1,236,Triple compartment tote handbag; Main compartment with zipper closure; Interior pocket; Double handles; Bag structure: Unstructured; Interior features: Accessories Pocket; Exterior features: No Compartments or Pockets,Polyurethane,13.39 Inches (H) x 21.26 Inches (W) x 6.3 Inches (D),https://target.scene7.com/is/image/Target/GUEST_fbb80f99-6aed-4e26-8c6c-83e57f76035a?wid=1200&hei=1200&qlt=85,2,2026-02-23T16:44:52.646741,https://www.target.com/p/triple-compartment-work-tote-handbag-a-new-day/-/A-90564596?preselect=90367010#lnk=sametab
90862916,target,Wild Fable,Puffer Hobo Shoulder Bag - Wild Fable™ Black,Shoulder Bags,25,,0,FALSE,4.7,406,"Hobo bag with single strap handle; Boxed puffer design; Lightweight construction; Zippered compartment; Inner zip-up pocket; Recycled polyester; Bag structure: Softside, Lightweight; Interior features: Zip Pocket; Exterior features: No Compartments or Pockets",100% Recycled Polyester,14 Inches (H) x 17 Inches (W) x 6.5 Inches (D),https://target.scene7.com/is/image/Target/GUEST_3751241b-b8ba-4345-81d5-d8bbd0db785c?wid=1200&hei=1200&qlt=85,7,2026-02-23T16:44:52.646741,https://www.target.com/p/puffer-hobo-bag-wild-fable/-/A-90864021?preselect=90862916#lnk=sametab
